2014-10-15 22:46:39,944 INFO  - Application started.
2014-10-15 23:02:09,926 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 3 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:09,927 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:16,133 INFO  - Executing Query ...
2014-10-15 23:02:16,133 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:16,148 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:16,149 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:18,994 INFO  - Executing Query ...
2014-10-15 23:02:18,995 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:19,016 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:19,017 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:22,517 INFO  - Executing Query ...
2014-10-15 23:02:22,517 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder, Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:22,535 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:22,536 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:23,264 INFO  - Executing Query ...
2014-10-15 23:02:23,265 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:23,282 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:23,283 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:24,475 INFO  - Executing Query ...
2014-10-15 23:02:24,476 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder, Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:24,493 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:24,494 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:25,207 INFO  - Executing Query ...
2014-10-15 23:02:25,207 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:25,225 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:25,226 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:25,976 INFO  - Executing Query ...
2014-10-15 23:02:25,976 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder, Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:25,989 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:25,990 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:26,523 INFO  - Executing Query ...
2014-10-15 23:02:26,524 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Monate, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:26,529 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:26,530 INFO  - No data for current hierarchy levels.
2014-10-15 23:02:27,512 INFO  - Executing Query ...
2014-10-15 23:02:27,513 INFO  - Query parameters - Column Dimensions: [], Row Dimensions: [Jahre-Monate-Tage, Kontinente-Länder], Filtered Reference Objects: [], Ratios: [Gewinne]
2014-10-15 23:02:27,520 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `facts`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = -1)
2014-10-15 23:02:27,521 INFO  - No data for current hierarchy levels.
2014-10-15 23:04:55,180 INFO  - Executing Query ...
2014-10-15 23:04:55,180 INFO  - Query parameters - Column Dimensions: [Jahre, Angestellte], Row Dimensions: [Deutschland], Filtered Reference Objects: [], Ratios: []
2014-10-15 23:04:55,186 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `reference_objects`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 1 and `reference_objects`.`dimension_id` = 7 and `reference_object_combinations`.`aggregate_id` in ((select `reference_object_combinations`.`aggregate_id` from `reference_object_combinations` where `reference_object_combinations`.`component_id` in (59))))
2014-10-15 23:04:55,188 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `reference_objects`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 2 and `reference_objects`.`dimension_id` = 7 and `reference_object_combinations`.`aggregate_id` in ((select `reference_object_combinations`.`aggregate_id` from `reference_object_combinations` where `reference_object_combinations`.`component_id` in (59))))
2014-10-15 23:04:55,192 INFO  - Executed SQL: select `facts`.`ratio_id`, `facts`.`reference_object_id`, `facts`.`value`, `facts`.`unit_id`, `reference_objects`.`reference_object_id`, `reference_objects`.`dimension_id`, `reference_objects`.`name`, `reference_object_combinations`.`aggregate_id`, `reference_object_combinations`.`component_id` from `facts` join `reference_objects` on `facts`.`reference_object_id` = `reference_objects`.`reference_object_id` join `reference_object_combinations` on `reference_objects`.`reference_object_id` = `reference_object_combinations`.`aggregate_id` where (`facts`.`ratio_id` = 3 and `reference_objects`.`dimension_id` = 7 and `reference_object_combinations`.`aggregate_id` in ((select `reference_object_combinations`.`aggregate_id` from `reference_object_combinations` where `reference_object_combinations`.`component_id` in (59))))
2014-10-15 23:04:55,193 INFO  - Query executed successfully.
2014-10-15 23:05:14,591 INFO  - Application exited.
